LocalDateTime,Open,High,Low,Close,Volume
04-04-2025 09:15:00,211.84,212.41,209.3,209.32,10873079
04-04-2025 09:20:00,209.3,209.39,208.12,208.49,19144158
04-04-2025 09:25:00,208.35,209.5,208.04,209.08,25149764
04-04-2025 09:30:00,209.02,209.35,208.35,208.85,29209100
04-04-2025 09:35:00,208.98,209.18,208.5,208.89,33665961
04-04-2025 09:40:00,208.82,209,208.22,208.24,36075797
04-04-2025 09:45:00,208.3,208.49,207.64,208.23,40604673
04-04-2025 09:50:00,208.29,208.29,207.51,207.55,43818379
04-04-2025 09:55:00,207.6,208.2,207.51,207.63,47007260
04-04-2025 10:00:00,207.65,207.7,205.71,206.1,51190826
04-04-2025 10:05:00,206.15,207.48,206.1,206.95,56776980
04-04-2025 10:10:00,206.96,207.09,206.3,206.54,59390851
04-04-2025 10:15:00,206.5,207.4,206.5,207.15,61873168
04-04-2025 10:20:00,207.17,207.57,206.73,206.85,64326709
04-04-2025 10:25:00,206.84,207.55,206.75,207.3,66150756
04-04-2025 10:30:00,207.36,208.15,207.3,207.75,68654400
04-04-2025 10:35:00,207.71,209.11,207.71,209.08,71293078
04-04-2025 10:40:00,209.1,209.5,209,209.4,74917925
04-04-2025 10:45:00,209.3,209.5,209,209.25,77423476
04-04-2025 10:50:00,209.23,209.5,209.1,209.24,79720387
04-04-2025 10:55:00,209.21,210.15,209.21,210.15,81761543
04-04-2025 11:00:00,210.1,210.33,209.07,209.07,84978757
04-04-2025 11:05:00,209.06,210.24,209,210.09,87299728
04-04-2025 11:10:00,210.1,210.14,209.4,209.51,88544535
04-04-2025 11:15:00,209.53,209.66,209.05,209.1,89530325
04-04-2025 11:20:00,209.14,209.52,208.66,208.74,91101970
04-04-2025 11:25:00,208.64,209.52,208.38,209.5,95497003
04-04-2025 11:30:00,209.48,209.79,209.18,209.41,97274984
04-04-2025 11:35:00,209.42,209.42,209,209.17,99417421
04-04-2025 11:40:00,209.15,209.28,208.8,208.8,101811836
04-04-2025 11:45:00,208.76,209.19,208.75,209.14,104397874
04-04-2025 11:50:00,209.13,209.19,209,209.15,105963885
04-04-2025 11:55:00,209.14,209.5,209,209.41,107597309
04-04-2025 12:00:00,209.35,209.42,209,209.11,108928567
04-04-2025 12:05:00,209.1,209.4,209,209.28,110247316
04-04-2025 12:10:00,209.23,209.73,209.16,209.24,114103788
04-04-2025 12:15:00,209.26,209.8,209.24,209.59,117328991
04-04-2025 12:20:00,209.58,210,209.46,209.93,119369411
04-04-2025 12:25:00,209.92,210.1,209.35,209.7,125084265
04-04-2025 12:30:00,209.57,210.45,209.57,210.3,130512205
04-04-2025 12:35:00,210.28,210.68,210.28,210.49,133575821
04-04-2025 12:40:00,210.56,211.49,210.52,211.49,136317184
04-04-2025 12:45:00,211.5,211.5,210.65,210.88,139966585
04-04-2025 12:50:00,210.86,210.94,210.59,210.76,141925169
04-04-2025 12:55:00,210.88,211.39,210.66,211.25,143845384
04-04-2025 13:00:00,211.23,211.45,210.91,210.91,146003270
04-04-2025 13:05:00,210.86,211.47,210.82,211.47,147761335
04-04-2025 13:10:00,211.46,211.47,210.45,210.54,149833215
04-04-2025 13:15:00,210.58,211,210.54,210.78,152366960
04-04-2025 13:20:00,210.75,211.08,210.5,210.9,153796154
04-04-2025 13:25:00,210.95,210.96,210.52,210.66,154995609
04-04-2025 13:30:00,210.71,210.75,209.8,209.93,156874731
04-04-2025 13:35:00,209.92,210.17,209.23,209.79,160223369
04-04-2025 13:40:00,209.88,210,209.1,209.14,162118731
04-04-2025 13:45:00,209.15,209.46,209,209.3,165336425
04-04-2025 13:50:00,209.28,209.92,209.28,209.76,167225053
04-04-2025 13:55:00,209.73,209.85,209.5,209.5,168383937
04-04-2025 14:00:00,209.6,210.14,209.6,209.93,169650440
04-04-2025 14:05:00,210,210.24,209.77,209.97,170878404
04-04-2025 14:10:00,209.94,210.1,209.64,209.71,172101426
04-04-2025 14:15:00,209.72,210.02,209.32,209.47,174479145
04-04-2025 14:20:00,209.49,209.5,209.03,209.21,176256619
04-04-2025 14:25:00,209.3,209.64,209.05,209.38,178290117
04-04-2025 14:30:00,209.41,209.56,209.25,209.51,179846971
04-04-2025 14:35:00,209.52,209.83,209.15,209.71,181927093
04-04-2025 14:40:00,209.66,209.77,209.2,209.38,185529881
04-04-2025 14:45:00,209.31,209.76,209,209.51,190077257
04-04-2025 14:50:00,209.55,209.77,209,209.16,194769568
04-04-2025 14:55:00,209.24,209.55,209,209.55,199798805
04-04-2025 15:00:00,209.47,210.05,209.41,209.95,203873799
04-04-2025 15:05:00,209.89,210.68,209.88,210.4,210345082
04-04-2025 15:10:00,210.38,210.64,210.2,210.53,216951537
04-04-2025 15:15:00,210.51,211.25,210.3,211.03,223123454
04-04-2025 15:20:00,211.05,211.22,210.87,211.02,231937875
04-04-2025 15:25:00,211.01,211.05,210.3,210.46,239557669
