LocalDateTime,Open,High,Low,Close,Volume
02-04-2025 09:15:00,170.81,170.81,170.81,170.81,27652
02-04-2025 09:16:00,170.81,170.81,170.81,170.81,30381
02-04-2025 09:17:00,170.81,170.81,170.81,170.81,31695
02-04-2025 09:18:00,170.81,170.81,170.81,170.81,32230
02-04-2025 09:19:00,170.81,170.81,170.81,170.81,33063
02-04-2025 09:20:00,170.81,170.81,170.81,170.81,36777
02-04-2025 09:21:00,170.81,170.81,170.81,170.81,37928
02-04-2025 09:22:00,170.81,170.81,170.81,170.81,41708
02-04-2025 09:23:00,170.81,170.81,170.81,170.81,155508
02-04-2025 09:24:00,170.1,170.81,170.1,170.81,715577
02-04-2025 09:25:00,170.81,170.81,170.81,170.81,727411
02-04-2025 09:26:00,168.62,169.61,168.52,168.52,947748
02-04-2025 09:27:00,169,170.81,168.74,170.81,994540
02-04-2025 09:28:00,170.81,170.81,170.81,170.81,1003319
02-04-2025 09:29:00,170.81,170.81,170.81,170.81,1008716
02-04-2025 09:30:00,170.81,170.81,170.81,170.81,1012285
02-04-2025 09:31:00,170.81,170.81,170.81,170.81,1015436
02-04-2025 09:32:00,170.81,170.81,170.81,170.81,1016167
02-04-2025 09:33:00,170.81,170.81,170.81,170.81,1017257
02-04-2025 09:34:00,170.81,170.81,170.81,170.81,1018436
02-04-2025 09:35:00,170.81,170.81,170.81,170.81,1018978
02-04-2025 09:36:00,170.81,170.81,170.81,170.81,1019078
02-04-2025 09:37:00,170.81,170.81,170.81,170.81,1019085
02-04-2025 09:38:00,170.81,170.81,170.81,170.81,1019215
02-04-2025 09:39:00,170.81,170.81,170.81,170.81,1020955
02-04-2025 09:40:00,170.81,170.81,170.81,170.81,1021007
02-04-2025 09:41:00,170.81,170.81,170.81,170.81,1021012
02-04-2025 09:42:00,170.81,170.81,170.81,170.81,1021064
02-04-2025 09:43:00,170.81,170.81,170.81,170.81,1021164
02-04-2025 09:44:00,170.81,170.81,170.81,170.81,1021664
02-04-2025 09:45:00,170.81,170.81,170.81,170.81,1022189
02-04-2025 09:46:00,170.81,170.81,170.81,170.81,1022314
02-04-2025 09:47:00,170.81,170.81,170.81,170.81,1022514
02-04-2025 09:48:00,170.81,170.81,170.81,170.81,1024209
02-04-2025 09:49:00,170.81,170.81,170.81,170.81,1025459
02-04-2025 09:50:00,170.81,170.81,170.81,170.81,1025474
02-04-2025 09:51:00,170.81,170.81,170.81,170.81,1026528
02-04-2025 09:52:00,170.81,170.81,170.81,170.81,1026828
02-04-2025 09:54:00,170.81,170.81,170.81,170.81,1026858
02-04-2025 09:55:00,170.81,170.81,170.81,170.81,1027184
02-04-2025 09:57:00,170.81,170.81,170.81,170.81,1027884
02-04-2025 09:58:00,170.81,170.81,170.81,170.81,1028124
02-04-2025 09:59:00,170.81,170.81,170.81,170.81,1028137
02-04-2025 10:00:00,170.81,170.81,170.81,170.81,1028187
02-04-2025 10:01:00,170.81,170.81,170.81,170.81,1028539
02-04-2025 10:02:00,170.81,170.81,170.81,170.81,1028834
02-04-2025 10:03:00,170.81,170.81,170.81,170.81,1028934
02-04-2025 10:04:00,170.81,170.81,170.81,170.81,1029044
02-04-2025 10:05:00,170.81,170.81,170.81,170.81,1029306
02-04-2025 10:07:00,170.81,170.81,170.81,170.81,1029307
02-04-2025 10:09:00,170.81,170.81,170.81,170.81,1029327
02-04-2025 10:10:00,170.81,170.81,170.81,170.81,1029751
02-04-2025 10:11:00,170.81,170.81,170.81,170.81,1029761
02-04-2025 10:12:00,170.81,170.81,170.81,170.81,1030322
