LocalDateTime,Open,High,Low,Close,Volume
23-04-2025 09:15:00,440,444.7,440,444.7,976
23-04-2025 09:16:00,442.9,448,442.9,448,1931
23-04-2025 09:17:00,446.25,449.45,446.25,449.45,3371
23-04-2025 09:18:00,448.1,448.1,447.35,447.35,3443
23-04-2025 09:19:00,447,448,446.85,448,4571
23-04-2025 09:20:00,447.2,448.6,446.55,448.6,4832
23-04-2025 09:21:00,446.55,448.95,446.55,447.7,5183
23-04-2025 09:22:00,447.9,448.15,447.7,448.15,5239
23-04-2025 09:23:00,447.9,448.15,447.9,448.15,5282
23-04-2025 09:24:00,447.4,448.1,447.15,448.1,5470
23-04-2025 09:25:00,447.05,447.05,447.05,447.05,5585
23-04-2025 09:26:00,448.5,448.5,447.6,448.45,5605
23-04-2025 09:27:00,448.25,448.35,447.85,447.85,5658
23-04-2025 09:28:00,447.15,448.3,447.1,447.1,5788
23-04-2025 09:29:00,448.05,448.05,447.2,448,5847
23-04-2025 09:30:00,447,447,446.5,446.5,6346
23-04-2025 09:31:00,445.75,445.9,444.95,445.45,7164
23-04-2025 09:32:00,445.3,447.25,445.3,446.35,7229
23-04-2025 09:33:00,446.35,446.35,446.35,446.35,7241
23-04-2025 09:34:00,446.45,446.45,445.1,446.25,7401
23-04-2025 09:35:00,445.05,445.05,443.4,443.4,7637
23-04-2025 09:36:00,444,444.95,443.3,444.75,7970
23-04-2025 09:37:00,444.95,444.95,443.55,444.45,8178
23-04-2025 09:38:00,444.65,444.95,443.1,444.95,8452
23-04-2025 09:39:00,444.6,444.6,443.55,443.55,8553
23-04-2025 09:40:00,444.95,444.95,444.95,444.95,8554
23-04-2025 09:41:00,445,445,445,445,8555
23-04-2025 09:42:00,444.95,444.95,444.95,444.95,8563
23-04-2025 09:43:00,444.1,445,444.1,445,8675
23-04-2025 09:46:00,444.8,444.8,444.8,444.8,8682
23-04-2025 09:47:00,444.75,444.8,444.75,444.8,8794
23-04-2025 09:48:00,444.15,444.2,444.1,444.1,8822
23-04-2025 09:49:00,443.35,443.35,443.35,443.35,8900
23-04-2025 09:50:00,443.35,443.35,443.35,443.35,8936
23-04-2025 09:51:00,444.2,444.75,444.2,444.75,9046
23-04-2025 09:52:00,444,444.95,444,444.95,9127
23-04-2025 09:53:00,444.8,444.8,444.7,444.7,9137
23-04-2025 09:54:00,443.65,444.4,443.65,444.4,9169
23-04-2025 09:55:00,444.65,444.65,444.65,444.65,9179
23-04-2025 09:56:00,443.95,443.95,443.95,443.95,9193
23-04-2025 09:57:00,444.25,444.25,444.25,444.25,9227
23-04-2025 09:58:00,444.8,444.85,444.8,444.85,10335
23-04-2025 09:59:00,444.15,444.15,444.15,444.15,10339
23-04-2025 10:00:00,443.95,443.95,443.95,443.95,10371
23-04-2025 10:01:00,444,444.55,444,444.55,10496
23-04-2025 10:03:00,444.05,444.05,444.05,444.05,0
23-04-2025 10:04:00,444,444,444,444,10668
23-04-2025 10:05:00,443.45,443.5,443.45,443.5,11016
