LocalDateTime,Open,High,Low,Close,Volume
11-04-2025 09:15:00,199,199.2,194.66,194.66,3047
11-04-2025 09:16:00,195.78,197.66,195.77,197.66,4560
11-04-2025 09:17:00,195.93,196.56,195.11,195.32,5943
11-04-2025 09:18:00,194.67,195.2,194.19,195.19,9924
11-04-2025 09:19:00,195.03,195.1,194.94,194.94,12361
11-04-2025 09:20:00,195.02,195.02,194.5,194.5,14467
11-04-2025 09:21:00,194.65,194.98,194.62,194.98,15211
11-04-2025 09:22:00,195.25,196.4,195.25,196.23,18499
11-04-2025 09:23:00,196.44,196.55,196.44,196.55,19591
11-04-2025 09:24:00,196.6,196.99,196.57,196.57,19761
11-04-2025 09:25:00,196.71,197.06,196.71,197,20662
11-04-2025 09:26:00,196.73,196.73,196.72,196.72,20763
11-04-2025 09:27:00,197.19,197.63,197.19,197.63,21369
11-04-2025 09:28:00,197.64,197.64,197.59,197.6,24298
11-04-2025 09:29:00,197.4,197.4,196.5,196.5,26801
11-04-2025 09:30:00,196.78,196.78,196.5,196.5,27327
11-04-2025 09:31:00,196.87,196.87,196.87,196.87,27594
11-04-2025 09:32:00,196.57,196.57,196.51,196.51,28235
11-04-2025 09:33:00,196.53,196.7,196.53,196.7,29321
11-04-2025 09:34:00,196.61,196.61,196.61,196.61,29873
11-04-2025 09:35:00,196.67,196.67,196.67,196.67,29888
11-04-2025 09:36:00,197.35,198.19,197.35,198.17,30466
11-04-2025 09:37:00,198,198,197.98,197.98,32886
11-04-2025 09:38:00,197.54,197.54,196.98,197.01,33207
11-04-2025 09:40:00,196.98,196.98,196.98,196.98,33222
11-04-2025 09:41:00,196.9,196.9,196.9,196.9,33320
11-04-2025 09:42:00,196.41,196.53,196.41,196.5,35707
11-04-2025 09:43:00,196.56,196.62,196.56,196.62,35911
11-04-2025 09:44:00,196.65,196.65,196.65,196.65,35936
11-04-2025 09:47:00,197,197,197,197,36416
11-04-2025 09:49:00,196.91,197.19,196.91,197.19,36526
11-04-2025 09:51:00,197,197,197,197,36727
11-04-2025 09:53:00,197.01,197.01,197.01,197.01,36761
11-04-2025 09:54:00,197.36,197.36,197.36,197.36,36786
11-04-2025 09:57:00,197.3,197.3,197.3,197.3,36787
11-04-2025 09:58:00,197.01,197.01,196.65,196.65,38692
11-04-2025 09:59:00,196.77,196.77,196.77,196.77,39066
11-04-2025 10:00:00,196.68,196.68,196.68,196.68,39166
11-04-2025 10:01:00,197.22,197.22,196,196.16,41410
11-04-2025 10:02:00,196.08,196.08,195.61,195.61,44597
11-04-2025 10:07:00,195.88,195.88,195.78,195.78,44638
11-04-2025 10:08:00,195.93,195.93,195.93,195.93,44694
11-04-2025 10:12:00,195.86,195.86,195.41,195.41,44795
11-04-2025 10:13:00,195.41,195.41,195.41,195.41,44847
11-04-2025 10:14:00,195.74,195.74,195.74,195.74,44878
11-04-2025 10:15:00,195.47,195.66,195.47,195.66,44998
11-04-2025 10:17:00,195.5,195.97,195.5,195.97,45798
