LocalDateTime,Open,High,Low,Close,Volume
23-05-2025 09:10:00,229.12,231.35,228.95,231,5348346
23-05-2025 09:20:00,231.22,233.8,231,233.74,25471007
23-05-2025 09:30:00,233.84,235.5,233.22,234.72,45036001
23-05-2025 09:40:00,234.8,235.5,234.01,234.1,62969481
23-05-2025 09:50:00,234.11,235.07,234,234.95,72872029
23-05-2025 10:00:00,235,235.95,234.71,235.3,83120574
23-05-2025 10:10:00,235.2,235.5,234.6,234.6,92337109
23-05-2025 10:20:00,234.51,235.25,234.35,234.78,99731829
23-05-2025 10:30:00,234.82,236,234.72,235.72,107095294
23-05-2025 10:40:00,235.7,236.4,235.34,236.33,118057070
23-05-2025 10:50:00,236.32,236.75,236.1,236.66,127843967
23-05-2025 11:00:00,236.6,236.9,235.41,235.9,136493482
23-05-2025 11:10:00,235.81,236.38,235.53,235.8,143849164
23-05-2025 11:20:00,235.81,235.9,235.13,235.84,148305874
23-05-2025 11:30:00,235.82,236.16,235.4,235.81,152360253
23-05-2025 11:40:00,235.86,236.29,235.51,235.51,156565210
23-05-2025 11:50:00,235.49,236.88,235.32,236.76,162011613
23-05-2025 12:00:00,236.8,237.36,236.65,236.93,172823245
23-05-2025 12:10:00,236.98,238.3,236.61,238.21,183213432
23-05-2025 12:20:00,238.25,238.62,237.8,238.49,198493133
23-05-2025 12:30:00,238.51,238.7,238.21,238.67,207749409
23-05-2025 12:40:00,238.68,238.94,238.46,238.85,216306202
23-05-2025 12:50:00,238.87,239.65,238.85,239.4,229044988
23-05-2025 13:00:00,239.38,240,238.98,239.57,244633827
23-05-2025 13:10:00,239.52,239.7,238.61,239.6,262896005
23-05-2025 13:20:00,239.62,239.9,239.39,239.77,271919333
23-05-2025 13:30:00,239.8,239.89,239.31,239.66,278322010
23-05-2025 13:40:00,239.56,239.88,238.7,239.6,285774849
23-05-2025 13:50:00,239.56,240.5,239.46,240.32,295673900
23-05-2025 14:00:00,240.3,240.7,240.12,240.15,309758048
23-05-2025 14:10:00,240.2,240.25,239.05,239.2,319145422
23-05-2025 14:20:00,239.15,239.75,238.8,239.52,328788514
23-05-2025 14:30:00,239.56,239.92,238.61,238.65,337493545
23-05-2025 14:40:00,238.75,238.89,238.1,238.46,352975274
23-05-2025 14:50:00,238.5,238.57,237.7,238.2,364232399
23-05-2025 15:00:00,238.13,238.3,236.5,236.84,375966346
23-05-2025 15:10:00,236.89,238.1,236.6,237.8,398490028
23-05-2025 15:20:00,237.86,237.99,237.1,237.15,416716955
