LocalDateTime,Open,High,Low,Close,Volume
06-06-2025 09:15:00,1944,1946.7,1943.6,1943.6,360031
06-06-2025 09:16:00,1944,1945.7,1943.5,1944,415077
06-06-2025 09:17:00,1943.9,1944.1,1943.1,1943.3,494799
06-06-2025 09:18:00,1943.8,1944,1943.5,1943.6,551735
06-06-2025 09:19:00,1943.5,1948,1943.5,1947.9,587922
06-06-2025 09:20:00,1947.5,1948.6,1947.4,1947.7,625300
06-06-2025 09:21:00,1947.8,1949,1947.8,1948.9,642414
06-06-2025 09:22:00,1949,1949,1948.5,1948.5,649919
06-06-2025 09:23:00,1949.1,1951.9,1949.1,1951.9,683573
06-06-2025 09:24:00,1951.8,1952.4,1951,1951.6,701790
06-06-2025 09:25:00,1952,1952,1951.3,1951.5,705736
06-06-2025 09:26:00,1951.6,1951.6,1950.2,1950.2,722336
06-06-2025 09:27:00,1950.1,1950.1,1948.7,1948.7,736290
06-06-2025 09:28:00,1948.9,1949,1948.5,1948.6,741347
06-06-2025 09:29:00,1948.7,1948.9,1948.3,1948.3,748145
06-06-2025 09:30:00,1947.8,1949.1,1947.6,1949,757567
06-06-2025 09:31:00,1949.1,1949.1,1947.4,1947.4,761970
06-06-2025 09:32:00,1947.6,1948,1947.6,1947.8,765682
06-06-2025 09:33:00,1947.7,1947.8,1946.6,1947,772557
06-06-2025 09:34:00,1947.1,1947.1,1946.7,1946.9,802398
06-06-2025 09:35:00,1946.3,1946.5,1946.3,1946.4,807937
06-06-2025 09:36:00,1946.3,1946.5,1945.6,1945.6,816976
06-06-2025 09:37:00,1945.8,1945.8,1945.3,1945.4,829697
06-06-2025 09:38:00,1945.3,1945.6,1945.2,1945.3,836439
06-06-2025 09:39:00,1945.6,1945.6,1945.1,1945.1,840234
06-06-2025 09:40:00,1944.9,1945.3,1943.8,1945.3,864481
06-06-2025 09:41:00,1945.2,1946,1945.2,1946,868390
06-06-2025 09:42:00,1945.8,1946.3,1945.8,1946.3,870986
06-06-2025 09:43:00,1946.4,1946.9,1945.7,1945.7,881585
06-06-2025 09:44:00,1945.9,1945.9,1945.4,1945.6,894922
06-06-2025 09:45:00,1945.4,1945.6,1944.8,1945.5,916311
06-06-2025 09:46:00,1945.3,1945.9,1943.9,1945.7,977490
06-06-2025 09:47:00,1945.3,1946.6,1944.6,1946.4,1008996
06-06-2025 09:48:00,1946.2,1947.2,1946.1,1947.1,1022292
06-06-2025 09:49:00,1947.2,1948.4,1946.5,1948.4,1057112
06-06-2025 09:50:00,1948.5,1949.4,1947.8,1949.3,1077558
06-06-2025 09:51:00,1948.5,1949,1945.5,1946,1098318
06-06-2025 09:52:00,1946.4,1946.4,1945.4,1945.7,1106591
06-06-2025 09:53:00,1945.5,1945.9,1944.8,1945,1114827
06-06-2025 09:54:00,1945.1,1947.2,1945.1,1947.2,1127030
06-06-2025 09:55:00,1947.3,1947.3,1946.4,1946.5,1128405
06-06-2025 09:56:00,1946.8,1946.8,1946.7,1946.7,1133027
06-06-2025 09:57:00,1946.8,1946.9,1946.7,1946.7,1134231
06-06-2025 09:58:00,1946.5,1947.6,1946.5,1947.6,1138485
06-06-2025 09:59:00,1947.5,1948,1947.4,1948,1140063
06-06-2025 10:00:00,1948.2,1948.4,1948,1948.3,1144178
06-06-2025 10:01:00,1948.2,1948.4,1947.7,1947.8,1149643
06-06-2025 10:02:00,1948,1948,1947.6,1947.7,1153450
06-06-2025 10:03:00,1947.5,1947.6,1946.3,1946.5,1161903
06-06-2025 10:04:00,1945,1946,1944.5,1945.6,1174479
06-06-2025 10:05:00,1945.8,1948.9,1945.6,1948.9,1190577
