LocalDateTime,Open,High,Low,Close,Volume
05-06-2025 09:15:00,1948,1950.5,1940.2,1943.9,4139097
05-06-2025 09:20:00,1943.7,1945.7,1942.5,1944.4,5611969
05-06-2025 09:25:00,1944.5,1947,1944.3,1946.2,6488149
05-06-2025 09:30:00,1946,1949.9,1945.7,1949.5,7773136
05-06-2025 09:35:00,1949.7,1951.9,1947.4,1951.6,8769573
05-06-2025 09:40:00,1951.2,1954.4,1951.1,1954,9976231
05-06-2025 09:45:00,1953.9,1958.7,1953.9,1955.5,11331435
05-06-2025 09:50:00,1956.1,1957.2,1954.3,1955.7,11991961
05-06-2025 09:55:00,1956,1958.9,1955,1957.4,12589436
05-06-2025 10:00:00,1957,1958,1954.8,1954.8,12944493
05-06-2025 10:05:00,1954.9,1955,1953.7,1955,13203143
05-06-2025 10:10:00,1954.8,1956.9,1953.2,1955,13477493
05-06-2025 10:15:00,1954.9,1955.3,1953,1954,13683523
05-06-2025 10:20:00,1953.9,1956.2,1952.7,1955.5,14140234
05-06-2025 10:25:00,1956.1,1956.4,1953.5,1953.5,14706782
05-06-2025 10:30:00,1953.6,1954.9,1952,1954.6,15140812
05-06-2025 10:35:00,1954.2,1955.9,1953,1955.6,15517917
05-06-2025 10:40:00,1955.9,1955.9,1953,1955.1,16073222
05-06-2025 10:45:00,1955.5,1956.1,1953.1,1953.2,16403687
05-06-2025 10:50:00,1952.8,1952.9,1950.7,1951.6,16658501
05-06-2025 10:55:00,1952,1952.5,1950.7,1952.4,16899013
05-06-2025 11:00:00,1951.8,1953,1951,1952.1,17388615
05-06-2025 11:05:00,1952.8,1952.8,1949.1,1949.8,17818709
05-06-2025 11:10:00,1949.7,1950.5,1949,1949.6,18134818
05-06-2025 11:15:00,1949.9,1950,1949,1949.5,18383985
05-06-2025 11:20:00,1949.8,1953.2,1948.9,1953.2,18770874
05-06-2025 11:25:00,1952.8,1954.1,1951.2,1952.1,19392606
05-06-2025 11:30:00,1952.2,1953.4,1950.2,1950.5,19853642
05-06-2025 11:35:00,1950.7,1950.7,1949.1,1950,20225748
05-06-2025 11:40:00,1949.2,1951,1949.2,1950.8,20474370
05-06-2025 11:45:00,1950.6,1950.7,1946.7,1948,20701561
05-06-2025 11:50:00,1948.1,1949,1947,1949,20956096
05-06-2025 11:55:00,1948.8,1949.5,1946.7,1949,21221347
05-06-2025 12:00:00,1949.2,1952.4,1948.3,1952.4,21522854
05-06-2025 12:05:00,1952.3,1954,1952,1953.1,22075939
05-06-2025 12:10:00,1953.4,1955.8,1951.7,1955.3,22710753
05-06-2025 12:15:00,1955.4,1957.9,1955,1955.1,23842338
05-06-2025 12:20:00,1955.2,1955.9,1954.9,1955.1,24378135
05-06-2025 12:25:00,1955,1955.1,1950,1952.1,24962510
05-06-2025 12:30:00,1953,1953.8,1951.5,1951.8,25201692
05-06-2025 12:35:00,1951.7,1952.8,1950.3,1951.7,25496638
05-06-2025 12:40:00,1951.4,1953.5,1950.9,1951.7,25834580
05-06-2025 12:45:00,1952.1,1953.3,1951,1952.3,26159189
05-06-2025 12:50:00,1952.4,1953.7,1950.9,1953.7,26470940
05-06-2025 12:55:00,1953.8,1954,1949.3,1950.5,26842625
05-06-2025 13:00:00,1950.7,1951.4,1949.3,1950.3,27231988
05-06-2025 13:05:00,1950.4,1953,1949.8,1950.1,27498038
05-06-2025 13:10:00,1950.2,1951.5,1948.7,1949.5,27820038
05-06-2025 13:15:00,1949.4,1951.1,1948.7,1950.4,28262538
05-06-2025 13:20:00,1950.2,1950.5,1947.7,1950.3,28729601
05-06-2025 13:25:00,1950,1950.5,1948.5,1949.2,28948425
05-06-2025 13:30:00,1948.2,1948.3,1945,1945.7,29544253
05-06-2025 13:35:00,1945.3,1947.3,1945,1947.3,30242704
05-06-2025 13:40:00,1947.2,1949,1945.1,1945.9,30521676
05-06-2025 13:45:00,1946,1949.8,1945.6,1948.6,30806658
05-06-2025 13:50:00,1948.5,1949.4,1948.1,1949.1,31032532
05-06-2025 13:55:00,1949,1949.6,1947.2,1948.4,31292497
05-06-2025 14:00:00,1948.2,1949.1,1945.2,1947.2,31692845
05-06-2025 14:05:00,1947.1,1948.5,1946.4,1947,31949219
05-06-2025 14:10:00,1947.1,1947.9,1945.2,1947.8,32244942
05-06-2025 14:15:00,1947.7,1949.2,1946.6,1948.6,32581996
05-06-2025 14:20:00,1948.5,1948.7,1946.7,1947.5,33031036
05-06-2025 14:25:00,1947.4,1949,1946.9,1947.6,33658443
05-06-2025 14:30:00,1948.3,1949.8,1947,1949.3,34225335
05-06-2025 14:35:00,1949.4,1949.7,1947.7,1948,34832963
05-06-2025 14:40:00,1948.4,1950,1948,1949,35427543
05-06-2025 14:45:00,1949.1,1950.8,1948.5,1948.9,36122495
05-06-2025 14:50:00,1948.8,1950.9,1946.4,1947.1,36820064
05-06-2025 14:55:00,1947.4,1948.5,1946.2,1947.6,37549106
05-06-2025 15:00:00,1947.7,1948,1945.1,1947.3,39697035
05-06-2025 15:05:00,1947.9,1948.4,1945.6,1947.8,42837039
05-06-2025 15:10:00,1947.2,1949,1946,1948.5,45594827
05-06-2025 15:15:00,1948.7,1952.9,1948.7,1952.7,48699036
05-06-2025 15:20:00,1952.4,1954.1,1950.9,1954,51825946
05-06-2025 15:25:00,1954.1,1955.1,1952,1952,54825340
